"Company Name","Parent Company Name","Executive First Name","Executive Last Name","Professional Title","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","Carrier Route","Delivery Point Barcode","County","Metro Area","Neighborhood","Phone Number Combined","Fax Number Combined","Toll Free Number Combined","Website","Company Description","Primary SIC Code","Primary SIC Description","Primary SIC Ad Size","Primary SIC Year Appeared","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 2 Ad Size","SIC Code 2 Year Appeared","SIC Code 3","SIC Code 3 Description","SIC Code 3 Ad Size","SIC Code 3 Year Appeared","SIC Code 4","SIC Code 4 Description","SIC Code 4 Ad Size","SIC Code 4 Year Appeared","SIC Code 5","SIC Code 5 Description","SIC Code 5 Ad Size","SIC Code 5 Year Appeared","SIC Code 6","SIC Code 6 Description","SIC Code 6 Ad Size","SIC Code 6 Year Appeared","SIC Code 7","SIC Code 7 Description","SIC Code 7 Ad Size","SIC Code 7 Year Appeared","SIC Code 8","SIC Code 8 Description","SIC Code 8 Ad Size","SIC Code 8 Year Appeared","SIC Code 9","SIC Code 9 Description","SIC Code 9 Ad Size","SIC Code 9 Year Appeared","SIC Code 10","SIC Code 10 Description","SIC Code 10 Ad Size","SIC Code 10 Year Appeared","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Franchise Description 1","Franchise Description 2","Franchise Description 3","Franchise Description 4","Franchise Description 5","Cuisine Code","Cuisine Code Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Corporate Employee Size Range","Corporate Employee Size Actual","Corporate Sales Volume Range","Corporate Sales Volume Actual","Type of Business","Location Type","IUSA Number","Parent IUSA Number","Subsidiary IUSA Number","Foreign Parent Flag","EIN 1","EIN 2","EIN 3","Fortune 1000 Ranking","Credit Cards Accepted","Last Updated On","Years In Database","Year Established","Square Footage","Home Business","Credit Score Alpha","Latitude","Longitude","Government Office","Location Centerpoint","Import Export Flag","Own or Lease","Firm or Individual","Monday Open","Monday Close","Tuesday Open","Tuesday Close","Wednesday Open","Wednesday Close","Thursday Open","Thursday Close","Friday Open","Friday Close","Saturday Open","Saturday Close","Sunday Open","Sunday Close","Executive First Name 1","Executive Last Name 1","Executive Title 1","Executive Gender 1","Executive First Name 2","Executive Last Name 2","Executive Title 2","Executive Gender 2","Executive First Name 3","Executive Last Name 3","Executive Title 3","Executive Gender 3","Executive First Name 4","Executive Last Name 4","Executive Title 4","Executive Gender 4","Executive First Name 5","Executive Last Name 5","Executive Title 5","Executive Gender 5","Executive First Name 6","Executive Last Name 6","Executive Title 6","Executive Gender 6","Executive First Name 7","Executive Last Name 7","Executive Title 7","Executive Gender 7","Executive First Name 8","Executive Last Name 8","Executive Title 8","Executive Gender 8","Executive First Name 9","Executive Last Name 9","Executive Title 9","Executive Gender 9","Executive First Name 10","Executive Last Name 10","Executive Title 10","Executive Gender 10","Executive First Name 11","Executive Last Name 11","Executive Title 11","Executive Gender 11","Executive First Name 12","Executive Last Name 12","Executive Title 12","Executive Gender 12","Executive First Name 13","Executive Last Name 13","Executive Title 13","Executive Gender 13","Executive First Name 14","Executive Last Name 14","Executive Title 14","Executive Gender 14","Executive First Name 15","Executive Last Name 15","Executive Title 15","Executive Gender 15","Executive First Name 16","Executive Last Name 16","Executive Title 16","Executive Gender 16","Executive First Name 17","Executive Last Name 17","Executive Title 17","Executive Gender 17","Executive First Name 18","Executive Last Name 18","Executive Title 18","Executive Gender 18","Executive First Name 19","Executive Last Name 19","Executive Title 19","Executive Gender 19","Executive First Name 20","Executive Last Name 20","Executive Title 20","Executive Gender 20","Executive First Name 21","Executive Last Name 21","Executive Title 21","Executive Gender 21","Executive First Name 22","Executive Last Name 22","Executive Title 22","Executive Gender 22","Executive First Name 23","Executive Last Name 23","Executive Title 23","Executive Gender 23","Executive First Name 24","Executive Last Name 24","Executive Title 24","Executive Gender 24","Executive First Name 25","Executive Last Name 25","Executive Title 25","Executive Gender 25","Executive First Name 26","Executive Last Name 26","Executive Title 26","Executive Gender 26","Executive First Name 27","Executive Last Name 27","Executive Title 27","Executive Gender 27","Executive First Name 28","Executive Last Name 28","Executive Title 28","Executive Gender 28","Executive First Name 29","Executive Last Name 29","Executive Title 29","Executive Gender 29","Executive First Name 30","Executive Last Name 30","Executive Title 30","Executive Gender 30","Executive First Name 31","Executive Last Name 31","Executive Title 31","Executive Gender 31","Executive First Name 32","Executive Last Name 32","Executive Title 32","Executive Gender 32","Executive First Name 33","Executive Last Name 33","Executive Title 33","Executive Gender 33","Executive First Name 34","Executive Last Name 34","Executive Title 34","Executive Gender 34","Executive First Name 35","Executive Last Name 35","Executive Title 35","Executive Gender 35","Executive First Name 36","Executive Last Name 36","Executive Title 36","Executive Gender 36","Executive First Name 37","Executive Last Name 37","Executive Title 37","Executive Gender 37","Executive First Name 38","Executive Last Name 38","Executive Title 38","Executive Gender 38","Executive First Name 39","Executive Last Name 39","Executive Title 39","Executive Gender 39","Executive First Name 40","Executive Last Name 40","Executive Title 40","Executive Gender 40","Executive First Name 41","Executive Last Name 41","Executive Title 41","Executive Gender 41","Executive First Name 42","Executive Last Name 42","Executive Title 42","Executive Gender 42","Executive First Name 43","Executive Last Name 43","Executive Title 43","Executive Gender 43","Executive First Name 44","Executive Last Name 44","Executive Title 44","Executive Gender 44","Executive First Name 45","Executive Last Name 45","Executive Title 45","Executive Gender 45","Executive First Name 46","Executive Last Name 46","Executive Title 46","Executive Gender 46","Executive First Name 47","Executive Last Name 47","Executive Title 47","Executive Gender 47","Executive First Name 48","Executive Last Name 48","Executive Title 48","Executive Gender 48","Executive First Name 49","Executive Last Name 49","Executive Title 49","Executive Gender 49","Executive First Name 50","Executive Last Name 50","Executive Title 50","Executive Gender 50","Ticker Symbol","Stock Exchange","Accounting Expenses","Advertising  Expenses","Computer Expenses","Contract Labor Expenses","Insurance Expenses","Legal Expenses","Office Supplies Expense","Management/Administration Expenses","Package Container Expense","Payroll and Benefits Expenses","Purchase Print Expenses","Rent Expenses","Telcom Expenses","Utilities Expenses","Mailing Address","Mailing City","Mailing State","Mailing Zip Code","Mailing Zip Four","Mailing Carrier Route","Mailing Delivery Point Bar Code","Twitter","Linked-In","Facebook","Franchise/Specialty Code 2.0","Franchise/Specialty Code 2.1","Franchise/Specialty Code 3.0","Franchise/Specialty Code 3.1","Franchise/Specialty Code 4.0","Franchise/Specialty Code 4.1","Franchise/Specialty Code 5.0","Franchise/Specialty Code 5.1","Franchise/Specialty Code 6.0","Affiliated Records","Franchise/Specialty Code 6.1","Affiliated Locations","Federal Contractor","Census Block Group","Legal Name","Record Type"
"Multi Specialty Clinic","","Kenneth J","Kadziela","DDS","","Male","3450 Lacey Rd","Downers Grove","IL","60515","5430","C035","506","Du Page","Chicago-Npvl, IL","","(630) 968-4645","","","","","802101","Dentists","","2017","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","General Dentistry","","","","","","","1 to 4","00001","Less Than $500,000","$334,000","","000000","","$0","Private","Single Loc","72-920-3857","000000000","000000000","","","","","0000","","202503","10","","","No","B+","041.824235","-088.030112","1","Site Level","","Unknown","1","","","","","","","","","","","","","","","Kenneth J","Kadziela","","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000000","","000000","No","3","","Verified"
"Munar Arthur D DDS","","Arthur D","Munar","DDS","","Male","6717 Kingery Hwy","Burr Ridge","IL","60527","5142","C049","170","Du Page","Chicago-Npvl, IL","","(630) 655-8781","6306554086","","Munardds.Com","","802101","Dentists","Bold","1990","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","General Dentistry","","","","","","","1 to 4","00001","Less Than $500,000","$129,000","","000000","","$0","Private","Single Loc","56-726-0229","000000000","000000000","","","","","0000","MV","202503","37","","","No","B+","041.766085","-087.944925","1","Site Level","","Unknown","1","","","","","","","","","","","","","","","Arthur D","Munar","","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000000","","000000","No","2","","Verified"
"Munchalfen Angela Marie DMD","","Angela M","Munchalfen","DMD","","Female","6070 State Route 53","Lisle","IL","60532","3395","C018","996","Du Page","Chicago-Npvl, IL","","(630) 963-4306","","","","","802101","Dentists","","2023","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","General Dentistry","","","","","","","1 to 4","00001","Less Than $500,000","$129,000","","000000","","$0","Private","Single Loc","78-790-0894","000000000","000000000","","","","","0000","","202305","4","","","No","B+","041.775159","-088.071476","1","Parcel","","Unknown","1","","","","","","","","","","","","","","","Angela M","Munchalfen","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000000","","000000","No","2","","Verified"
"Muran Alicia DDS","","Alicia","Muran","DDS","","Female","40 N Tower Rd","Oak Brook","IL","60523","1155","C035","994","Du Page","Chicago-Npvl, IL","","(312) 995-0696","","","","","802101","Dentists","","2024","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","General Dentistry","","","","","","","1 to 4","00001","Less Than $500,000","$334,000","","000000","","$0","Private","Single Loc","81-790-2328","000000000","000000000","","","","","0000","","202405","3","","","No","B+","041.845317","-087.988816","1","Parcel","","Unknown","1","","","","","","","","","","","","","","","Alicia","Muran","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000000","","000000","No","2","","Verified"
"Murmann Dental Health","","Denise","Murmann","DDS","","Female","2531 W 75th St # 202","Naperville","IL","60540","9001","R042","528","Du Page","Chicago-Npvl, IL","","(630) 718-1234","","","Murmanndentalhealth.Com","","802101","Dentists","","2015","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","General Dentistry","","","","","","","1 to 4","00001","Less Than $500,000","$334,000","","000000","","$0","Private","Single Loc","71-168-4123","000000000","000000000","","","","","0000","","202504","12","","","No","B+","041.749034","-088.198022","1","Parcel","","Unknown","1","","","","","","","","","","","","","","","Denise","Murmann","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000000","","000000","No","2","","Verified"
"Murmann Dental Health","","Denise C","Murmann","","President","Female","2531 W 75th St # 202","Naperville","IL","60540","9001","R042","528","Du Page","Chicago-Npvl, IL","","(630) 718-1234","6307181242","8007509956","Napervilleil.Dentist","","802101","Dentists","Bold","2009","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$387,000","","000000","","$0","Private","Single Loc","40-147-2866","000000000","000000000","","270628767","","","0000","ADMV","202601","18","2010","2,500 - 4,999","No","A","041.749034","-088.198022","0","Parcel","","Lease","2","0700","1800","0700","1800","0700","1800","0700","1800","0700","1430","Closed","","1000","1500","Denise C","Murmann","President","Female","Barbara","Murmann","Manager","Female","Denise","Murmann","Manager","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$1,000 to $2,500","$5,000 to $10,000","$1,000 to $2,500","$1,000 to $10,000","$2,500 to $5,000","$500 to $1,000","$5,000 to $10,000","$5,000 to $10,000","Less than $500","$100,000 to $250,000","$500 to $1,000","Less than $10,000","$2,000 to $5,000","$2,000 to $5,000","","","","","","","","http://twitter.com/murmanndental","","https://www.facebook.com/murmann-dental-health-pc-155628169874","","","","","","","","","","000000","","000000","No","2","","Verified"
"Murphy Catherine Elizabeth DDS","","Catherine E","Murphy","DDS","","Female","2 E 22nd St # 201","Lombard","IL","60148","6105","R006","513","Du Page","Chicago-Npvl, IL","","(630) 627-4680","","","","","802101","Dentists","","2023","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","1 to 4","00001","Less Than $500,000","$129,000","","000000","","$0","Private","Single Loc","80-690-6294","000000000","000000000","","","","","0000","","202311","4","","","No","B+","041.846747","-088.015902","1","Parcel","","Unknown","1","","","","","","","","","","","","","","","Catherine E","Murphy","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000000","","000000","No","2","","Verified"
"Murphy, William P DDS","","William P","Murphy","DDS","","Male","24w500 Maple Ave # 218","Naperville","IL","60540","6057","C100","683","Du Page","Chicago-Npvl, IL","","(630) 355-2935","6303555968","","Napervillecommonsdental.Com","","802101","Dentists","Bold","1989","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","General Dentistry","","","","","","","1 to 4","00001","Less Than $500,000","$129,000","","000000","","$0","Private","Single Loc","85-889-7515","000000000","000000000","","363427734","","","0000","MV","202203","38","","","No","B+","041.781354","-088.102958","1","Parcel","","Unknown","1","","","","","","","","","","","","","","","William P","Murphy","","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000000","","000000","No","1","","Verified"
"Myers Barbara E B DDS","","Barbara E","Myers","DDS","","Female","8s360 College Rd","Naperville","IL","60540","9573","R003","605","Du Page","Chicago-Npvl, IL","","Not Available","","","","","802101","Dentists","","2023","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","General Dentistry","","","","","","","1 to 4","00001","Less Than $500,000","$129,000","","000000","","$0","Private","Single Loc","78-455-4824","000000000","000000000","","","","","0000","","202304","4","","","Yes","B+","041.749701","-088.100059","1","Parcel","","Unknown","1","","","","","","","","","","","","","","","Barbara E","Myers","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000000","","000000","No","4","","Verified"
"Nader Amiran DMD Inc","","Nader","Amiran","","Owner","Male","6224 Main St","Downers Grove","IL","60516","1900","C062","994","Du Page","Chicago-Npvl, IL","","(630) 963-1458","","","Airedental.Com","","802101","Dentists","","2024","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","5 to 9","00008","$1-2.5 Million","$1,031,000","","000000","","$0","Private","Single Loc","80-946-7878","000000000","000000000","","","","","0000","","202411","3","","1,500 - 2,499","No","A+","041.774357","-088.008687","0","Site Level","","Lease","2","","","","","","","","","","","","","","","Nader","Amiran","Owner","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Downers Grove","IL","60516","","","","","","","","","","","","","","","","000000","","000000","No","4","NADER AMIRAN DMD INC","Verified"
"Namrata Raval DDS P C","","Namrata","Bhansali","","Owner","Female","930 N York Rd # 120","Hinsdale","IL","60521","2994","C061","453","Du Page","Chicago-Npvl, IL","","(630) 550-6094","","","","","802101","Dentists","","2022","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","5 to 9","00007","$500,000-1 Million","$902,000","","000000","","$0","Private","Single Loc","78-083-8065","000000000","000000000","","","","","0000","","202210","5","","2,500 - 4,999","No","A","041.817319","-087.927106","0","Parcel","","Lease","2","","","","","","","","","","","","","","","Namrata","Bhansali","Owner","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4 E Ogden Ave # 177","Westmont","IL","60559","3506","C028","993","","","","","","","","","","","","","000000","","000000","No","1","NAMRATA RAVAL DDS P C","Verified"
"Naper Dental Ctr","","Erica","Zolnierczyk","DMD","","Female","300 E 5th Ave # 400","Naperville","IL","60563","3354","C009","005","Du Page","Chicago-Npvl, IL","","(630) 369-6818","","","Naperdentalcenter.Com","","802101","Dentists","","2017","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","General Dentistry","","","","","","","1 to 4","00001","Less Than $500,000","$334,000","","000000","","$0","Private","Single Loc","72-577-4320","000000000","000000000","","","","","0000","","202602","10","","","No","B+","041.780840","-088.143190","1","Zip Centroid","","Unknown","1","","","","","","","","","","","","","","","Erica","Zolnierczyk","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Naperville","IL","60563","","","","","","","","","","","","","","","","000000","","000000","No","3","","Verified"
"Naper Dental Ctr","","Angela","Planer","DDS","","Female","300 E 5th Ave # 400","Naperville","IL","60563","3354","C009","005","Du Page","Chicago-Npvl, IL","","(630) 369-6818","6303697067","","Smileobsession.Com","","802101","Dentists","Display Ad","2005","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","General Dentistry","","","","","","","1 to 4","00001","Less Than $500,000","$334,000","","000000","","$0","Private","Single Loc","36-256-8073","000000000","000000000","","200235278","","","0000","ADMV","202503","22","","","No","B+","041.780840","-088.143190","1","Zip Centroid","","Unknown","1","Closed","","0800","1800","0800","1800","0800","1800","0800","1800","Closed","","Closed","","Angela","Planer","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Naperville","IL","60563","","","","","","","","","","","","","","","","000000","","000000","No","3","","Verified"
"Naper Dental Ctr","","Angela P","Venagoni","DDS","","Female","300 E 5th Ave # 400","Naperville","IL","60563","3354","C009","005","Du Page","Chicago-Npvl, IL","","(630) 369-6818","6303697067","","Naperdentalcenter.Com","","802101","Dentists","Display Ad","2013","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","General Dentistry","","","","","","","1 to 4","00001","Less Than $500,000","$334,000","","000000","","$0","Private","Single Loc","43-409-4571","000000000","000000000","","200235278","363368631","461405904","0000","ADMV","202510","14","","","No","B+","041.780840","-088.143190","1","Zip Centroid","","Unknown","1","Closed","","0800","1800","0800","1800","0800","1800","0800","1800","Closed","","Closed","","Angela P","Venagoni","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Naperville","IL","60563","","","","","","","","","","","","","","","","000000","","000000","No","3","","Verified"
"Naper Dental Sleep Ctr","","Angela P","Venegoni","","Other","Female","300 E 5th Ave # 420","Naperville","IL","60563","3403","C009","208","Du Page","Chicago-Npvl, IL","","(630) 369-6836","6303697067","","Naperdentalsleepcenter.Com","Located At The Historic 5th Ave Station, We Have Been Helping People With Their Jaw And Airway Issues At Our Sister Practice Naper Dental Center For The Past 11 Years. IN 2014, We Opened A Dedicated Center Which Solely Focus On The Treatment Airway Issues, Jaw Issues, Orthodontic Development And How They All May Be A Contributing Factor To Your Ailments. Our Team Goal Is To Provide The Best Experience Drawing On Our Extensive Knowledge, Training And Dedication To Putting Our Patients Health And Well Being First. Please Join Naper Dental Sleep Center And Allow US To Provide The Experience You Deserve.","802101","Dentists","","2023","802101","Dentists","","","809974","Sleep Disorders-Diagnostic/Treatment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","62199962","All Other Miscellaneous Ambulatory Health Care Ser","","","","","","","","","","","","","","","","","","","","","","","","5 to 9","00006","$500,000-1 Million","$773,000","","000000","","$0","Private","Single Loc","78-969-4628","000000000","000000000","","","","","0000","","202601","4","","2,500 - 4,999","No","A","041.780398","-088.143564","0","Parcel","","Lease","2","Closed","","1000","2000","0900","1400","0930","1630","0800","1600","Closed","","Closed","","Angela P","Venegoni","Other","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Naperville","IL","60563","","","","","","","","","","","","","","","","000000","","000000","No","3","NAPER DENTAL SLEEP CTR","Verified"
"Naperfield Endodontics","","Michael G","Elasaad","DDS","","Male","2776 Forgue Dr # 106","Naperville","IL","60564","4177","R036","316","Will","Chicago-Npvl, IL","","(630) 305-0312","6303050233","","Naperfieldendo.Com","","802101","Dentists","Bold","2005","802101","Dentists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62121003","Offices Of Dentists","62121003","Offices Of Dentists","","","","","","","","","","","","","","","","","","","Endodontics","","","","","","","1 to 4","00001","Less Than $500,000","$360,000","","000000","","$0","Private","Single Loc","38-399-7368","000000000","000000000","","","","","0000","MV","202503","22","","","No","B+","041.714031","-088.204298","1","Parcel","","Unknown","1","","","","","","","","","","","","","","","Michael G","Elasaad","","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000000","","000000","No","2","","Verified"
